pert_id,drug_name,smiles,canonical_smiles,scaffold,dili_binary,dili_severity,in_lincs,in_pdg
266,desvenlafaxine,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,c1ccc(CC2CCCCC2)cc1,1,vLess-DILI-concern,True,True
267,lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,0,Ambiguous-DILI-concern,False,True
268,lomustine,ClCCN(N=O)C(=O)NC1CCCCC1,O=NN(CCCl)C(=O)NC1CCCCC1,C1CCCCC1,1,vLess-DILI-concern,False,True
269,lovastatin,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,1,vLess-DILI-concern,False,True
270,telbivudine,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,O=c1ccn(C2CCCO2)c(=O)[nH]1,0,Ambiguous-DILI-concern,True,True
271,methimazole,CN1C=CNC1=S,Cn1cc[nH]c1=S,S=c1[nH]cc[nH]1,1,vMost-DILI-concern,True,True
272,methocarbamol,COC1=C(OCC(O)COC(N)=O)C=CC=C1,COc1ccccc1OCC(O)COC(N)=O,c1ccccc1,0,Ambiguous-DILI-concern,True,True
273,metronidazole,CC1=NC=C(N1CCO)[N+]([O-])=O,Cc1ncc([N+](=O)[O-])n1CCO,c1c[nH]cn1,1,vLess-DILI-concern,True,True
274,minoxidil,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],c1cc(N2CCCCC2)nc[nH+]1,0,vNo-DILI-concern,True,True
275,mitomycin,[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,O=C1C=CC(=O)C2=C1CC1C3NC3CN21,1,vLess-DILI-concern,False,False
276,modafinil,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,c1ccc(Cc2ccccc2)cc1,1,vLess-DILI-concern,False,True
277,fesoterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,c1ccc(Cc2ccccc2)cc1,0,vNo-DILI-concern,False,True
278,naloxone,OC1=CC=C2C[C@H]3N(CC=C)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,0,vNo-DILI-concern,False,True
279,naproxen,COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,c1ccc2ccccc2c1,1,vLess-DILI-concern,True,True
280,nateglinide,CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,O=C(NCCc1ccccc1)C1CCCCC1,0,Ambiguous-DILI-concern,True,True
282,levocetirizine dihydrochloride,OC(=O)COCCN1CCN(CC1)[C@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,1,vLess-DILI-concern,False,False
283,nystatin,C[C@H]1O[C@H](OC2CC3O[C@@](O)(CC(O)C3C(O)=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C\C=C\CC\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(O[C@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)O[C@H]1C)CC(O)C2C(=O)O,O=C1CCCCCCCCCCCC2CCCC(CC(OC3CCCCO3)C=CC=CC=CC=CCCC=CC=CCCCCO1)O2,0,vNo-DILI-concern,False,True
284,oxytetracycline,[H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21,0,Ambiguous-DILI-concern,False,True
285,pantoprazole,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,1,vLess-DILI-concern,True,True
286,prednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,1,vLess-DILI-concern,False,True
287,primaquine,COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1,COc1cc(NC(C)CCCN)c2ncccc2c1,c1ccc2ncccc2c1,0,vNo-DILI-concern,True,True
288,procarbazine,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,CNNCc1ccc(C(=O)NC(C)C)cc1,c1ccccc1,1,vLess-DILI-concern,False,True
289,ambrisentan,COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,c1ccc(C(COc2ncccn2)c2ccccc2)cc1,0,Ambiguous-DILI-concern,True,True
290,secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,O=C1CC(=O)NC(=O)N1,0,Ambiguous-DILI-concern,False,False
291,sertraline,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,c1ccc(C2CCCc3ccccc32)cc1,1,vLess-DILI-concern,True,True
292,sotalol,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,c1ccccc1,0,Ambiguous-DILI-concern,True,True
293,sulfathiazole,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,O=S(=O)(Nc1nccs1)c1ccccc1,1,vMost-DILI-concern,False,True
294,terbinafine,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,c1ccc2ccccc2c1,1,vMost-DILI-concern,True,True
295,thiabendazole,N1C2=CC=CC=C2N=C1C1=CSC=N1,c1ccc2[nH]c(-c3cscn3)nc2c1,c1ccc2[nH]c(-c3cscn3)nc2c1,1,vMost-DILI-concern,False,False
296,ticrynafen,OC(=O)COC1=C(Cl)C(Cl)=C(C=C1)C(=O)C1=CC=CS1,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,O=C(c1ccccc1)c1cccs1,1,vMost-DILI-concern,False,False
297,tinidazole,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,c1c[nH]cn1,1,vLess-DILI-concern,False,True
298,maraviroc,CC(C)C1=NN=C(C)N1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,O=C(NC(CCN1C2CCC1CC(n1cnnc1)C2)c1ccccc1)C1CCCCC1,1,vMost-DILI-concern,True,True
299,raltegravir,CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,O=C(NCc1ccccc1)c1cc(=O)[nH]c(CNC(=O)c2nnco2)n1,1,vMost-DILI-concern,True,True
300,clevidipine,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,C1=CC(c2ccccc2)C=CN1,0,vNo-DILI-concern,False,False
301,trovafloxacin,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,O=c1ccn(-c2ccccc2)c2nc(N3CC4CC4C3)ccc12,1,vMost-DILI-concern,True,True
302,regadenoson,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,c1cnn(-c2ncc3ncn(C4CCCO4)c3n2)c1,0,vNo-DILI-concern,True,True
303,warfarin,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,O=c1oc2ccccc2cc1Cc1ccccc1,1,vLess-DILI-concern,True,True
304,zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,c1ccc(-c2ccnc3ccnn23)cc1,0,vNo-DILI-concern,True,True
305,zileuton,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,CC(c1cc2ccccc2s1)N(O)C(N)=O,c1ccc2sccc2c1,1,vMost-DILI-concern,True,True
306,ferumoxytol,[O--].[O--].[O--].[O--].[Fe++].[Fe+3].[Fe+3],[Fe+2].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2],,0,vNo-DILI-concern,False,False
307,etravirine,CC1=CC(=CC(C)=C1OC1=C(Br)C(N)=NC(NC2=CC=C(C=C2)C#N)=N1)C#N,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,c1ccc(Nc2nccc(Oc3ccccc3)n2)cc1,1,vMost-DILI-concern,True,True
308,silodosin,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,c1ccc(OCCNCCc2ccc3c(c2)CCN3)cc1,0,Ambiguous-DILI-concern,False,True
309,fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,c1ccccc1,1,,False,False
310,bendamustine,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,c1ccc2[nH]cnc2c1,0,vNo-DILI-concern,True,True
311,tolvaptan,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,O=C(Nc1ccc(C(=O)N2CCCCc3ccccc32)cc1)c1ccccc1,1,vMost-DILI-concern,True,True
312,eltrombopag olamine,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,O=C1C(=NNc2cccc(-c3ccccc3)c2)C=NN1c1ccccc1,1,vMost-DILI-concern,False,False
313,tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,c1ccccc1,0,vNo-DILI-concern,False,True
314,prasugrel hydrochloride,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1,1,vLess-DILI-concern,False,False
315,saxagliptin,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,O=C(CC12CC3CC(CC(C3)C1)C2)N1CCC2CC21,0,vLess-DILI-concern,True,True
316,romidepsin,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,C=C1NC(=O)C2CSSCCC=CC(CC(=O)NCC(=O)N2)OC(=O)CNC1=O,0,vNo-DILI-concern,True,True
317,dronedarone,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,O=C(c1ccccc1)c1coc2ccccc12,1,vMost-DILI-concern,True,True
318,pazopanib,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,c1ccc(Nc2nccc(Nc3ccc4c[nH]nc4c3)n2)cc1,1,vMost-DILI-concern,True,True
320,dexchlorpheniramine,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,0,vNo-DILI-concern,False,True
323,lumiracoxib,CC1=CC=C(NC2=C(Cl)C=CC=C2F)C(CC(O)=O)=C1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,c1ccc(Nc2ccccc2)cc1,1,vMost-DILI-concern,False,True
324,tasosartan,CC1=NC(C)=C2CCC(=O)N(CC3=CC=C(C=C3)C3=CC=CC=C3C3=NNN=N3)C2=N1,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,O=C1CCc2cncnc2N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1,vMost-DILI-concern,False,False
325,oxyphenisatin,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,O=C1Nc2ccccc2C1(c1ccc(O)cc1)c1ccc(O)cc1,O=C1Nc2ccccc2C1(c1ccccc1)c1ccccc1,1,vMost-DILI-concern,False,False
326,tilbroquinol,CC1=C2C=CC=NC2=C(O)C(Br)=C1,Cc1cc(Br)c(O)c2ncccc12,c1ccc2ncccc2c1,1,vMost-DILI-concern,False,False
327,alclofenac,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,C=CCOc1ccc(CC(=O)O)cc1Cl,c1ccccc1,1,vMost-DILI-concern,False,True
328,aplaviroc ,[H][C@@]1(NC(=O)C2(CCN(CC3=CC=C(OC4=CC=C(C=C4)C(O)=O)C=C3)CC2)N(CCCC)C1=O)[C@H](O)C1CCCCC1,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,O=C1NC2(CCN(Cc3ccc(Oc4ccccc4)cc3)CC2)C(=O)NC1CC1CCCCC1,1,vMost-DILI-concern,False,False
333,pralnacasan ,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,O=C1CC(NC(=O)C2CCCN3C(=O)CCC(NC(=O)c4nccc5ccccc45)C(=O)N23)CO1,1,vMost-DILI-concern,False,False
337,pafuramidine ,CONC(=N)C1=CC=C(C=C1)C1=CC=C(O1)C1=CC=C(C=C1)C(=N)NOC,CONC(=N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)o2)cc1,c1ccc(-c2ccc(-c3ccccc3)o2)cc1,1,,False,True
338,phenoxypropazine,[H]N([H])N([H])C(C)COC1=CC=CC=C1,CC(COc1ccccc1)NN,c1ccccc1,1,vMost-DILI-concern,False,False
339,histamine diphosphate,NCCC1=CNC=N1,NCCc1c[nH]cn1,c1c[nH]cn1,0,,False,False
340,aminophylline,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,O=c1[nH]c(=O)c2[nH]cnc2[nH]1.O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,vNo-DILI-concern,False,True
341,meperidine,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,c1ccc(C2CCNCC2)cc1,0,vNo-DILI-concern,False,False
342,methamphetamine,CN[C@@H](C)CC1=CC=CC=C1,CN[C@@H](C)Cc1ccccc1,c1ccccc1,0,vNo-DILI-concern,False,False
343,methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,c1ccc(Cc2ccccc2)cc1,0,Ambiguous-DILI-concern,False,False
345,doxylamine,CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,0,vNo-DILI-concern,False,True
347,bethanechol,CC(C[N+](C)(C)C)OC(N)=O,CC(C[N+](C)(C)C)OC(N)=O,,0,vNo-DILI-concern,False,True
348,cortisone acetate,[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,O=C1C=C2CCC3C4CCCC4CC(=O)C3C2CC1,0,vNo-DILI-concern,False,False
349,dicyclomine,CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,C1CCC(C2CCCCC2)CC1,0,vNo-DILI-concern,False,False
350,norepinephrine,NC[C@H](O)C1=CC(O)=C(O)C=C1,NC[C@H](O)c1ccc(O)c(O)c1,c1ccccc1,0,,False,True
351,dyphylline,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0,vNo-DILI-concern,False,True
352,epinephrine,CNC[C@H](O)C1=CC(O)=C(O)C=C1,CNC[C@H](O)c1ccc(O)c(O)c1,c1ccccc1,0,vNo-DILI-concern,True,True
353,succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,0,vNo-DILI-concern,False,False
355,levorphanol,[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,c1ccc2c(c1)CC1NCCC23CCCCC13,0,vNo-DILI-concern,False,False
356,propantheline,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,c1ccc2c(c1)Cc1ccccc1O2,0,vNo-DILI-concern,False,True
357,carbinoxamine,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,0,vNo-DILI-concern,False,True
358,diatrizoate,CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,c1ccccc1,0,vNo-DILI-concern,False,False
359,phytonadione,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,O=C1C=CC(=O)c2ccccc21,0,vNo-DILI-concern,False,True
360,mecamylamine,CNC1(C)C2CCC(C2)C1(C)C,CNC1(C)C2CCC(C2)C1(C)C,C1CC2CCC1C2,0,vNo-DILI-concern,True,True
361,liothyronine,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,c1ccc(Oc2ccccc2)cc1,0,vNo-DILI-concern,False,True
362,methsuximide,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,CN1C(=O)CC(C)(c2ccccc2)C1=O,O=C1CC(c2ccccc2)C(=O)N1,0,vNo-DILI-concern,False,True
363,mepenzolate,C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1,0,vNo-DILI-concern,False,True
364,meclizine,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,0,vNo-DILI-concern,True,True
365,triprolidine,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,C(CN1CCCC1)=C(c1ccccc1)c1ccccn1,0,vNo-DILI-concern,False,True
366,benzonatate,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,c1ccccc1,1,vLess-DILI-concern,False,True
368,dichlorphenamide,NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,c1ccccc1,0,vNo-DILI-concern,False,False
369,phentermine,CC(C)(N)CC1=CC=CC=C1,CC(C)(N)Cc1ccccc1,c1ccccc1,1,,True,True
370,diethylpropion,CCN(CC)C(C)C(=O)C1=CC=CC=C1,CCN(CC)C(C)C(=O)c1ccccc1,c1ccccc1,0,vNo-DILI-concern,False,False
371,oxymorphone,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,0,vNo-DILI-concern,False,False
372,dexbrompheniramine,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,c1ccc(Cc2ccccn2)cc1,0,vNo-DILI-concern,False,False
373,biperiden,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1,0,vNo-DILI-concern,True,True
374,isosorbide dinitrate,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],C1CC2OCCC2O1,0,vNo-DILI-concern,False,False
375,mepivacaine,CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,Cc1cccc(C)c1NC(=O)C1CCCCN1C,O=C(Nc1ccccc1)C1CCCCN1,0,vLess-DILI-concern,True,True
376,bendroflumethiazide,NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,O=S1(=O)NC(Cc2ccccc2)Nc2ccccc21,1,vLess-DILI-concern,True,True
377,phendimetrazine,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,C[C@H]1[C@H](c2ccccc2)OCCN1C,c1ccc(C2CNCCO2)cc1,0,vNo-DILI-concern,False,False
379,guanethidine,NC(N)=NCCN1CCCCCCC1,NC(N)=NCCN1CCCCCCC1,C1CCCNCCC1,0,,True,True
380,ethosuximide,CCC1(C)CC(=O)NC1=O,CCC1(C)CC(=O)NC1=O,O=C1CCC(=O)N1,0,Ambiguous-DILI-concern,False,True
